Unnamed: 0,Type,Name,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,ColorName_x,ColorName_y,ColorName,BreedName_x,BreedName_y,StateName_x
281,2,Cutey Pie,2,1.0,2.0,2,2,1,2,1,1,0,41326,923ad6932f839578a094df4685befdce,0,"Little Cutey Pie is a mix Siamese, very playful, manja and healthy. He loves to be on the sofa sitting beside his human. He was rescued by Amy. Anyone wanted to know more details can call Ms Amy at. free neuter can be arrange by Ms Amy when Cutey reaches 6-7 months old)",b100db162,1.0,1,Cream,Gray,White,Siamese,Domestic Medium Hair,Selangor
139,1,Auric And Ara (mother),76,,2.0,1,1,1,2,1,2,0,41326,430c518f96c7cbd27acb5a4184ab54cb,2,This mother and son pair were trapped in a large drain in Saujana for a month before they were rescued. They have been boarded at the vet and been given a clean bill of health. They are not fearful of people and are very playful.,67be298a7,3.0,4,Black,Golden,,Mixed Breed,Mixed Breed,Selangor
434,2,Batman & Fearless,1,2.0,2.0,2,2,2,2,1,2,0,41326,ec698968540cf58a5234979f01e1d346,0,"Just rescue from restaurant, the owner of the restaurant say the next day will throw those kitty to factory area or abandoned forest. Both of kitty were female, the black one fur is medium hair. They're very quiet didn't make noise since i bring them home until settle their own place. They're not afraid people and know how to go old news paper to pee. Hp : Area : seri kembangan Taman equine",55b799287,8.0,4,Black,Yellow,White,Domestic Short Hair,Domestic Medium Hair,Selangor
760,2,,2,2.0,1.0,2,2,2,2,1,1,0,41326,38c9b9b7cc327940210dd7578a46a98c,0,Rescued on Thu 23 Nov .,cfe4df8c6,0.0,4,Black,Brown,Gray,Tabby,Domestic Short Hair,Selangor
1319,2,,3,3.0,1.0,2,2,2,2,1,3,0,41332,bf1389c3f174506232a7e14977bf575d,0,"Currently i have 3 adult cats and 6 kittens. I am searching adopter for my 3 kittens. My 2 female cats beranak serentak. Tak berdaya nak jaga semua. I travel regularly from Seremban to Petaling Jaya and from PJ to Seremban. So any adopter from Negeri Sembilan, Selangor & KL are most welcomed.",6b6cdfdfe,5.0,1,Black,Brown,Cream,,,Negeri Sembilan
430,2,Konstant & Family,2,3.0,1.0,3,2,2,2,1,4,300,41326,1c770c836b40ded8613729f89e253712,0,"She is a beautiful mother cat, very loving and loves human. A mixed coloured furry cat with 3 beautiful furry kittens.",5b5e81279,5.0,4,Black,Yellow,White,Persian,Domestic Long Hair,Selangor
831,2,Kicap,8,2.0,2.0,1,2,1,2,1,10,0,41401,1b88df944231565b23c6955af0741396,0,Loves to be pampered. Will sleep with you if given the chance. Playful.,98fc3ff8e,3.0,1,Black,Golden,Cream,Domestic Short Hair,Domestic Medium Hair,Kuala Lumpur
524,2,Casper & Pucca,2,2.0,2.0,3,2,2,2,1,3,0,41326,49669f18048a41e70574a994b38d5903,0,"Hi, my cat gave birth recently, although I love kittens, they are too much for me to take care of. So I am putting some for adoption. Please help me find a loving home for my adorable kittens.",6a633ab6c,12.0,2,Black,Brown,White,Domestic Long Hair,Persian,Selangor
1068,1,No Name,2,3.0,1.0,1,3,3,3,2,7,0,41401,bff5a445a0bcf1257040693e9d58a8b1,0,For adoption,0910c13a3,12.0,4,Black,Brown,White,Mixed Breed,Mixed Breed,Kuala Lumpur
582,1,Venus,2,2.0,2.0,1,2,2,2,1,1,0,41326,893d9ac780c0203804dc170eee0144cd,0,"Venus is an adorable female puppy. She is 8 weeks old. She was born with her other siblings Mars and Pluto. Mars died 2 weeks back. He was hit by a car. My sister n I are currently fostering Venus and Pluto. We are looking for a loving and good family to take care of them. Since we already have 2 dogs at home, we cnt keep Venus and Pluto.",e7d595174,2.0,1,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
1329,2,,2,3.0,1.0,2,2,2,2,1,2,0,41332,3d0fe97de5974e487d2433a7fd1eaf3b,0,"hye saya ada dua ekor anak kucing untuk di adopt..saya jumpa mereka di hostel saya..saya kenal mak mereka..dulu mak mereka ni pernah cekau saya..saya dah puas cari mak diorang ni..tapi tak jumpa..so kalau nak, boleh la datang kat kolej legenda di mantin, negeri sembilan..better amik dua2 la..saya pon tak boleh nak bela mereka ni sebab dah ada 3 ekor dah kat umah ni..",e9d8c098c,5.0,1,Black,Brown,White,Domestic Medium Hair,Domestic Short Hair,Negeri Sembilan
763,2,3 Kitten,3,3.0,1.0,2,2,2,2,1,3,0,41326,9e9f7304cd2022597fe58071d9b35375,0,"Hi, Please call or sms if you interested. TQ",a686164c9,5.0,3,Black,Brown,Gray,Domestic Short Hair,Domestic Short Hair,Selangor
41,2,,3,1.0,1.0,2,2,1,2,1,1,0,41326,a9188bbfae8aa808e56da6f1d595882e,0,"I found this kitten in front of my workplace. He was hungry and shivering as it was a cold night, so I took him home. I couldn't keep him due to financial restriction. I have deflea and deworm him. He has also went for a checkup at the vet. He is free from parvo virus. He is very active and playful. My number is",e2334b5d7,5.0,1,Golden,Yellow,Cream,,,Selangor
1288,2,Snowy & Belang,3,3.0,1.0,2,2,2,3,1,2,150,41330,c27329303c95e0f0d0b4aa5e91abf62f,0,"Hi. Anyone interested to give them a new house. They are very playful, sweet, and cute.",401553149,1.0,3,Black,Brown,White,Domestic Medium Hair,Siamese,Perak
953,2,Snowy Siamese,2,3.0,1.0,2,2,2,2,1,4,0,41401,7481ae53e9c9e403bf7f64aaa7f8e20a,0,"I found this three adorable kittens and their mother underneath someone's car at my apartment parking, perhaps, they are cold and stay there for some heat. They are so cute and cheeky. I am afraid the owner of that car might acidently ram on them if i dont take them to rescue. Please kind-hearted out there adopt them. I have 6 cats already at home, i cant take more than that as m staying in apartment and i keep my cat indoor all the time... I promise, if you see them.. u surely would like tyhem... care to adopt please... Thanks in advance",eb1f2f2f0,27.0,0,Brown,Cream,White,Siamese,Domestic Medium Hair,Kuala Lumpur
1267,2,Grey And Blackie,4,2.0,2.0,1,2,2,2,1,2,0,41336,06e884e1b7850b5a0955df24bd2178a5,0,"I found this 2 kittens in my rented house in december . They have been take care by the cat mummy. Unfortunately, after i back from hometown after Chinese New Year, the cat mummy is gone, not sure she dump them or something happen to her =( In this case, i can't provide a very warm and unconditional love to them due to i just rent a room with hubby, the house owner Granny is not so like cat, and we are busy with our work, so sometimes we will neglect the kittens. I posted here to seek for pet lover that can provided food, home and love for them =) Currently, we did feed them with some pet food but not all the time.",5ee34f0d2,0.0,4,Black,Brown,Gray,Domestic Medium Hair,Domestic Medium Hair,Johor
493,2,Massimo & Latte,2,2.0,1.0,2,2,1,2,1,2,0,41326,63b60b8da35085adcc45418118258587,0,"Massimo (right) and Latte (left) are two little girls of my youngest cat, Mi Meow. They were born on 23 March . Both are feeding on cat biscuits now and also potty-trained. Massimo (1.8kg) looks bigger in size (probably due to her longer hair) but in fact Latte (1.9kg) is slightly heavier than her! Massimo is very playful, strong and full of energy while Latte is more quiet and prefer to observe first. As my dad is moving over to stay with us and he has asthma, we are trying to locate a new home for Massimo and Latte by end of June, otherwise we will have no choice but send them to SPCA or PAWS. To all cat lovers, please help to give them a new home. We believe they will surely bring lots of joy and fun to you!",9c26f0fed,4.0,0,Black,Brown,White,Domestic Medium Hair,Domestic Short Hair,Selangor
243,1,Sweetie Pie,24,2.0,2.0,2,3,3,1,1,1,0,41326,12deeea11a39a3da448d425b42eaee1d,0,"Sweetie was rescued in Jan 08. The rescuer has taken great care of this mild mannered yet personable dog. She was unknowingly rescued pregnant, and gave birth to a litter of 5 pups. Sweetie is protective of the home, very friendly, very alert - makes a good watch dog and companion as well. Is not too hyper but has the energy to play too. she is suspected to be between 2-3 yrs old, is healthy, and very very pretty! See Sweetie here: and Contact:",43ddb2eb4,2.0,2,Black,Gray,White,,,Selangor
1085,1,Short Toe,3,2.0,2.0,1,2,2,2,1,1,0,41401,9a50c5d66f407a71f04cb6e0ef08c929,1,"Somebody dumped this puppy in a neighbourhood where DBKL comes daily to catch stray dogs. She is very docile, gentle, friendly. Desperately need a home ASAP, before DBKL dog catchers get their hands on her. Please adopt, if not please share.",8af959627,7.0,3,Black,Brown,White,Dachshund,Beagle,Kuala Lumpur
854,1,Peanut,2,2.0,2.0,2,1,1,2,1,1,150,41401,dcbe6f49d89b1e5e06429dc599093b96,0,"Edit: Peanut is adopted by a nice family in Subang hours of posting. Thanks! We found Peanut tick infested at the regular park we go to at Seksyen 19, after a series of baths and deticking, she is a very happy puppy. She is about 2 months and is very obedient and trainable. Learnt to sit in a day, wait for food in 2 days. Will poo in grass whenever possible. Excellent temperament, very manja with humans and playful with dogs. I cannot verify this but she has many markings of a Belgian Malinois and she seemed to have thick bones and might grow up to be medium sized. Had her first vaccination and deworming and is very healthy. Too young to be spayed but will subsidize cost of spaying if cost is an issue to future family. The adoption fees are largely for her vaccinations. She is very dear to us but I do not have the resources to keep another dog, hope to find her a good family who will give her love and care. Thanks!",a63364c39,6.0,1,Black,Brown,Cream,Belgian Shepherd Malinois,Mixed Breed,Kuala Lumpur
419,2,Monkey,4,,,2,1,1,1,1,1,30,41326,6f40a7acfad5cc0bb3e44591ea446c05,0,"Very healthy, fat and playful kitten.",3ddfb6f66,5.0,2,Black,Yellow,,Domestic Medium Hair,Domestic Short Hair,Selangor
370,2,Chico,2,1.0,2.0,2,2,1,2,1,1,100,41326,95eab75701bfbddafb9e1e01e1ee9214,0,Chico Male 2 month Father : Korat Mother : Mix Persian Very Cute and Active Very Soft Medium Fur Easy to manage Toilet Train (Clumping Sand) Blackwood / Iams Adoption Fees:RM COD Mentari Court Sunway Please SMS (affi),c2284e2e9,4.0,2,Golden,Cream,White,Korat,Persian,Selangor
1099,1,Joey,96,1.0,2.0,1,1,1,1,1,1,0,41401,2056ffefa76cd5f7a1179ffbfce98b32,0,Joey currently not available. Thank you for your support. Joey is a loving dog. He loves to be pat and enjoys a good stoke. He is a good guard dog. He can jump quite high.,4c2040263,2.0,3,Brown,Golden,Yellow,Basset Hound,Shar Pei,Kuala Lumpur
127,2,Naughty 7weeks Old Calico Kitten,2,2.0,2.0,2,2,2,2,1,1,0,41326,efa9a4be1e2e903503540f01db1766f3,0,6-7week old michievious calico kitten for adoption. she is healthy and very active. Location is in Bandar baru bangi selangor. Interested adopters please whatapp me.,371d7e8ad,3.0,2,Black,Golden,White,Domestic Medium Hair,Domestic Medium Hair,Selangor
720,1,Boy Boy,4,1.0,2.0,2,1,1,2,1,1,0,41326,08b2735e5d9535cc93fc30d0891172f4,0,"boy boy is searching for a lovely family or individual to take care of him with great love forever he's a active type of kid and can easily mingle with other furkids. location tmn chi liung,klang contact vijay",92e87765e,5.0,3,Black,Brown,Yellow,,,Selangor
73,1,Corgie,24,1.0,2.0,1,3,3,3,1,1,0,41326,77142a6b20cdf4790682f974b40cccd1,0,"A Corgi(not sure if it's mixed probably not) found roaming around USJ 2/5A area. It has a owner. According to young girl living at USJ 2 this dog was place at USJ 2/5A by two believed to be college student and left. I'm not sure whether it's abandoned. but i will temporary foster it for two days. I temporary named it Corgi. it's very playful, love kids, and he can pull himself off the leash himself, plus, he ran away from my house two times that night so i kept him at the cage now. - Dog's nail trimmed. - very playful - Has a red collar with bell - believe it's a young dog. - not sure if it's neutered. looks like but will check with vet tomorrow. *Looking for Temporary Fosterer who willing to keep him as i have a dog here and my dad is not happy with him in the house. If there's no temporary fosterer or owner did not come back to claim it will be sent to the shelter. Thanks. Please call or If this is your dog. thanks.",28cf4a84d,1.0,1,Black,Brown,Cream,Corgi,Mixed Breed,Selangor
1257,2,Kucing,24,3.0,2.0,2,3,3,3,1,5,0,41336,3b39d00b6c5a904ae730bfb145cf8be3,0,I rescued this cat on Pasar in Johor Bahru.,157f9809a,0.0,4,Black,Brown,White,Singapura,Singapura,Johor
1312,2,Panda N Mojo,6,2.0,2.0,1,3,3,3,1,2,0,41325,28ce7dd7825356214ee3325c2b1a9e43,0,sangat jinak dan aktif,78c894840,3.0,4,Black,Yellow,White,Calico,Calico,Kedah
92,2,Jaja & Her 4 Furballs,0,3.0,2.0,1,2,2,2,1,5,0,41326,39e3aa8b4863f15e1491385a38583480,0,"on 3rd August , around 8 PM I told my son to go get something from my car. Few minutes later he came back panting. I asked him why ? something wrong with my car, but he told me JAJA, our PR stray is delivering kittens in the flower pot. One already delivered , another one on the way. When I reached the scene theres already 3 kittens delivered. I put JAJA and her kittens in my spare bathroom coz theres no cage available. Next morning there are 4 kittens. One delivered during the nite when we were sleeping. I hope to rehome JAJA together with the kittens to a good loving & caring home.",337405507,11.0,3,Brown,Golden,White,Domestic Short Hair,Domestic Short Hair,Selangor
692,1,Collar Bear,6,2.0,2.0,2,1,1,2,1,2,1,41326,682b350e73f22e3162385628e6994bd2,0,"Sweet and adorable, plz whatsapp for more info.",1bff3e46f,7.0,4,Black,Brown,White,,,Selangor
101,1,Shama,24,2.0,2.0,2,1,1,1,1,1,0,41326,d84c3c50e381c5beae953cab8a804e4e,1,"Serious adopters only. Shama is very beautiful and obedient. She is toilet trained, prefers a grassy lawn or daily walks. Please consider her as a new member to your pack (family). You may WhatsApp for more inquiries and current pictures.",ed74a9822,12.0,4,Brown,Golden,White,Mixed Breed,Mixed Breed,Selangor
165,2,Baby,5,2.0,2.0,2,2,1,2,1,1,0,41326,253ffb8e460b67e342023a5563fb2e3c,0,"Active, playful and healthy",5d55a0cb3,3.0,1,Brown,Gray,White,Burmese,Siamese,Selangor
237,2,Hayley,5,2.0,2.0,2,1,1,1,1,1,0,41326,001e42763024f9d4abe31e79472b1827,0,"Hayley is an active kitten. Loves cuddle. Must be kept indoors. She is playful. Her tail is as long as her body... fluffy and semi long haired. Her fur is very soft so needs grooming. She is dewormed, vaccinated and spayed.",9c1b4bb55,2.0,2,Black,Gray,White,,,Selangor
1064,1,MALE Pup Wants Good Home,3,1.0,2.0,2,1,1,2,1,1,0,41401,78ec79634d350f6850fdd4a335cab431,0,"Abandoned & rescued pups waiting for good home. *MALE *FRIENDLY *3-4 MONTHS PLEASE ADOPT THIS LITTLE BOY,HE DESERVE A GOOD HOME TOO.",032aefa61,2.0,2,Black,Brown,White,Mixed Breed,Mixed Breed,Kuala Lumpur
253,2,Kittens,2,3.0,,1,2,1,2,1,2,0,41326,96500c1e88f021521484782cd9124e66,1,"I have 2 adorable kittens that need to be adopted together. They are very healthy, litter box trained and very friendly. Only serious cat lovers need call. New owner must agree to vaccinate and spayed/neuter the kittens.",465e2ee50,2.0,1,Black,Gray,,,,Selangor
913,2,Gandalf And Sarabi,1,3.0,1.0,2,2,2,2,1,2,0,41401,d7cf4662cc0b42ab8c2c46ea1e475f56,0,"2 kittens found at parking lot up for adoption. One (Gandalf) is approx 1 month + and the other one (Sarabi) is probably just about a month or slightly less. Both can eat food on their own and potty trained. Would appreciate it of can adopt both together as they are very close. Location: Kemensah Heights, Ampang Please call or email if you're interested:)",43894825a,3.0,4,Black,Gray,White,Domestic Short Hair,Domestic Medium Hair,Kuala Lumpur
835,1,Beano & Akela,2,3.0,2.0,1,1,1,2,1,2,0,41401,e312a0a18cc1cc8129d9f58599e0f1ff,0,Beano & Akela are healthy playful puppies looking for a new loving home. Both are mixed breed. They are a bunch of fun to have. We would like to give them for adoption as a pair. As they are always together and it would break their hearts and ours if they were to be separated. 😊,becd6c70d,5.0,4,Brown,Yellow,Cream,Mixed Breed,Mixed Breed,Kuala Lumpur
586,1,Puppies (Stray),1,3.0,2.0,2,2,2,3,1,7,0,41326,5c3518d168a9a12ea20d286172f3fd85,0,"7 little adorable puppies waiting to be adopted. 5 male, 2 female. now is just less than 2weeks old. Just open up eyes few days ago.",2aac3e0ac,8.0,1,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
1254,1,Pepper,24,2.0,2.0,2,3,1,3,1,1,0,41336,708da953b2e22553bdf9a6e626b56029,0,"Pepper is an abandoned dog that appeared near my home about 5 months ago. Kind neighbours have fed her and looked after her, but nobody has taken her in. Some digruntled people are not happy with her in the neighbourhood and have complained to the Council. She faces beatings or being run over. She is a SWEET dog with a loving temperament. Please give her a home. I am willing to transport her anywhere you live. She doesn't have long.",2b95747f3,1.0,3,Black,Brown,White,Mixed Breed,Mixed Breed,Johor
904,2,PUPPY,5,1.0,2.0,1,2,1,2,1,1,0,41401,746e3812f14e3bf226b28e92a6b9c75c,0,"THIS IS PUPPY. HE IS AN ACTIVE CAT AND VERY INQUISITIVE. UNFORTUNATELY AS HE IS A MALE AND HAS NOT BEEN NEUTERED YET; HE HAS A TENDENCY TO START MARKING HIS TERRITORY. THEREFORE, IT IS BEST IF YU WANT TO TAKE HIM THAT YOU HAVE HIM NEUTERED. FOR NOW, I AM KEEPING HIM IN HIS CAGE. I NEED TO LET GO OF ALL MY CATS AS I HAVE HEALTH CONCERNS AND THE MANAGEMENT DOES NOT ALLOW FOR ME TO KEEP PETS ANYMORE. MORE PICS OF PUPPY TO FOLLOW...WATCH THIS SPACE.",360f2c8b9,1.0,2,Black,Gray,White,Ragdoll,Domestic Short Hair,Kuala Lumpur
685,1,Leia,36,2.0,2.0,3,3,3,3,1,1,0,41326,d98d32798fee2b533246771e51f7da9c,0,"Very active ,potty trained,adorable,really close with kids and loves food",6f8ae496e,3.0,4,Black,Brown,White,Shih Tzu,Poodle,Selangor
1260,1,Scooby,7,1.0,2.0,1,1,1,3,1,1,0,41336,45aa42f07093ccd89e2489ca8564ff69,0,I adopted scooby on Jan 3. He is is healthy n very energetic.. due to my work.. I m unable to look after him. N looking for serious partner.,102482c40,2.0,4,Black,Brown,Yellow,Mixed Breed,Mixed Breed,Johor
542,1,"A,b,c",2,2.0,2.0,1,2,2,2,1,3,0,41326,c1798e6e27c7bb224a35d284c654f8be,0,"This 3 were abandoned by the road side in kelana Jaya(An area with lots of traffic ,was concern thatthey might get run over by the vehicles in the area. I am not able to keep them long as we have lots of pets in our household and due to work , our time is limited. In need of someone to give them Tender loving care and attention. I will get these pups deworm tomorrow , they cannot be vaccinated as looking at the size, they could only be about 2 months old.Pls adopt one of these little ones. TQ .",4a67bf90d,5.0,4,Black,Brown,White,Mixed Breed,Mixed Breed,Selangor
277,2,Vitany,2,2.0,2.0,3,2,1,2,1,1,0,41326,e62135526c27156b8479420aad166317,0,"Introducing foxy little Vitany! ♥ Female kitten, 8 weeks old. Silver / gray-coated with long fur and hazel eyes. ♥ A little diva! She acts classy 24/7 (constantly grooming herself and observing her surroundings). She's soft-mannered even during her most playful moods. A very mature girl! ♥ Quite vocal and will be the first to call out to you when she sees you. :) Vitany isn't too hyper and prefers to chill / lay back more than be in any active situation. ♥ Healthy, has been de-wormed (once), is still too young to be vaccinated. Already clever with the litter-box and able to eat kibbles independently. ***[IMPORTANT] Note for potential adopters*** - Vitany must be kept INDOORS at all times. - Adopters must SPAY her at the right age. - Premium food feeding only (no Whiskas, Friskies etc). Please drop me an email or call if you feel that you may be just the right person for this girl. Thank you!",a76cbec89,6.0,1,Cream,Gray,White,Abyssinian,Domestic Long Hair,Selangor
353,2,Karma The Kitten,0,2.0,1.0,1,2,2,2,1,1,0,41326,15af6a6f4f853be9dc24a43157bc4a94,0,"Hey everyone! So my friends and I were walking around some shop lots earlier this evening and we heard loud meowing coming from a box. To our not-so-surprise, we found a little kitty that some irresponsible nitwit had abandoned infront of phone store. The kitty is being fostered and taken good care of by a friend of mine right now, we are actually really concerned for the little one as she is only 1 week old. And yes, it's a SHE. As for now, she's weak on her limbs since she is only a week old and is without the presence of her mother. She has pretty blue eyes, in fact, that is one of the main features we noticed when we picked her up. ADOPTION IS ONLY FOR RESIDENTS IN THE PETALING JAYA/ KUALA LUMPUR AREA. WE ARE NOT ABLE TO DELIVER THE KITTEN TO ANY ADOPTERS, ADOPTION IS BY MEANS OF COLLECTION ONLY. CONDITIONS UPON ADOPTION: 1) The kitten will need to be fully taken care of because of it's dyer need of care at only 2 weeks old. 2) The kitten is to be kept INDOORS at ALL TIMES. (We do not want another case of a homeless kitten.) 3) If you were to adopt this kitten, do expect calls from us from time to time to keep up on her condition as she is still a precious fragile baby that we have been fostering. 4) If Karma cannot adapt to her surroundings, Karma needs to be re-homed as it is only in a kittens nature to find comfort in where they wish to in the absence of the parent cat, and we wished to respect that. 5) Once Karma reaches the age of 1 year, Karma will need to be neutered and vaccinated to avoid further irresponsible abandoning of kittens. 6) We will not allow Karma to be caged, kittens (at least) need to be placed in a comfy kitten litter or a box layered with towels as they are in need of warmth, without warmth, fatality is at hand. 7) Karma is still weak on her limbs, she will require kitten milk, preferably without lactose. 8) Allow Karma to walk for bout 15 minutes a day under supervision to strengthen her limbs. We understand that there might be many terms and conditions, but we want the best for her.",66ad04874,4.0,4,Black,Cream,White,American Shorthair,American Shorthair,Selangor
348,2,Mao Muw Mew,1,3.0,1.0,2,2,2,2,1,3,0,41326,d97b3ef5fd1419b312dcb441a5f2715e,0,3 of them All black in color but hav some white stripes Round and short Bunch of hairballs Adorable playful Toilet train Mix persian By the way they r still too small to ge spayed\neutered call\text me afiq,bd0bfa1f6,5.0,1,Black,Cream,White,Domestic Long Hair,Domestic Medium Hair,Selangor
973,1,,3,1.0,2.0,1,1,1,2,1,1,0,41401,a881ab82bad8a88e35c3e28ad66a2cbd,0,Litters of a crossed breed mama dog. Super duper adorable. Please call for appointment. Only sincere adopters.,923a7163c,3.0,2,Golden,Cream,White,Mixed Breed,Spitz,Kuala Lumpur
278,2,Cats From TTDI Now In Omiey's Home,12,3.0,2.0,1,3,3,3,1,20,0,41326,5aca30a29e8290093fee2a334d65d835,0,"Hi feline lovers, There are 40 cats desperately seeking new homes before they are taken away from DBKL! This video link shows the lady who has been keeping these cats: Her neighbors seem to dislike cats, so they complained to DBKL. DBKL came to her house and told her to get rid of those cats. They'll be coming back to her house this Monday (6th February ) and she can only have 1 cat. DBKL will take the other cats and put them to sleep. She's looking for people who wants to adopt her cats and be their new owner. If you are interested, please contact Nicole at. Thank you.",35a6a9ef4,0.0,2,Cream,Gray,White,Domestic Short Hair,Domestic Medium Hair,Selangor
36,2,Jenny & Her Babies,16,3.0,2.0,2,1,1,2,1,3,0,41326,afd29fcaf7533852bd7c8b3599e6744a,0,Jenny gave birth to Moon (orangy) and River (grey-ish) about 2 months plus ago. I would like for them to be adopted as a family.,1adf071b0,4.0,2,Golden,Yellow,Cream,,,Selangor
68,1,Paris & London,2,2.0,2.0,1,2,1,2,1,2,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,Paris has a gentle temperament and very shy. ADopted by CM Chah in Cheras 5 April. London is friendly and truly adorable.,97dc6aa32,5.0,3,Black,Brown,Cream,Terrier,Mixed Breed,Selangor
627,1,Scruffy,3,2.0,2.0,2,1,1,2,1,1,0,41326,e5f791909629e34d5dcef44bbaf3da37,2,"Scruffy is looking for a good home/family who will spend lots of time with her, take her for long walks and most importantly give her lots of love... ************************************************** This is Scruffy's story: About a month ago, I was at my usual coffee shop in Hulu Kelang this morning, when I saw this tiny puppy wandering round the shop. She was really frail and quite dirty with a skin condition, and was looking for a kind person to cuddle up to and not so much for food. But of course Malaysians being Malaysians, most of them shoo-ed her away and some even kicked her. The coffee shop owner then informed me that her mother had recently been killed - someone had poisoned her. As I usually have a small amount of dog food with me in the car, I gave her some. She ate a little but just wanted to be petted. She then went to another table curled up at the feet of this old man. Thankfully this man did not kick her. I asked several people if they would take her, but of course none would. In the end, I asked the shop owner for a box and brought her home. I just could not bring myself to leave her there. I took her to the vet and it was confirmed that she had a severe case of sarcoptic mange. She was treated with Ivermectin for 5 weeks and she is now a healthy, active puppy. We're not entirely sure what breed she is, but she looks like she could have some Jack Russell in her and possibly some Dalmation as well as she has quite a lot of spots... She has just received her first vaccination and will be completing the remaining 2 shots soon. She has a very good temperament and is good with other dogs. She is curious about our cat and has shown no signs of aggression towards it. She is very playful and is a fast learner. For more pictures etc of Scruffy, please visit www.cleopatrathelabrador.blogspot.com",763264fa2,8.0,3,Black,Brown,White,Jack Russell Terrier,Mixed Breed,Selangor
77,1,Buttons,1,2.0,2.0,1,2,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Buttons is among six siblings abandoned by their heartless owner in Seri Kembangan. She has a cute black buttony nose. All are healthy and adorable, and need loving homes. Neutering and vaccination are compulsory, cost to be borne by adopter. Please call me if interested.",d76134f00,2.0,2,Black,Brown,Cream,Mixed Breed,Terrier,Selangor
1140,2,Momo&moko,1,2.0,2.0,2,2,2,2,1,2,0,41401,0761cb7cdd933e22cf9596fe71e1af1d,0,"2 cute little cat looking for home , who can give them a home. Last month, their mother was caught and DBKL , leaving them only, they also very small, estimated that only more than one month old , and I just want someone to love them and take care of their life, their life is not very long, only 15 years , the past 15 years only hope not to abandon them , to take care of them.and must keep them in home,and when them adult need to vaccination and ligation . Please contact me determined to adoption Elaine Thank you. Location in kl cheras",7bbdce003,7.0,4,Black,Brown,Gray,Domestic Medium Hair,Domestic Medium Hair,Kuala Lumpur
308,1,"Cappucino,Milo,Milky,Browny,Lucky",4,3.0,2.0,1,2,2,2,1,5,0,41326,b13b9ebf3d547ac9f242cc6d77703544,0,"There are 5 wonderful puppies are abandoned by owner with their mother dog. there are around 4 months old and very charming, playful and healthy. there are very alert and aware of their territory. we have been feeding them but the we have many of neighbors who don't like dogs and at any time municipal will take these puppies. We are looking for serious adopters who can provide a good family to these puppies. they definitely can be an excellent family member. Please contact us via wats up, sms or call us for more information. Thank you for your kind attention.",b90e6ec69,6.0,3,Brown,Cream,White,Mixed Breed,Mixed Breed,Selangor
14,1,Cody & Yumi,2,2.0,2.0,2,2,2,2,1,2,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Cody looks like a teddy bear, has golden fur with a cream colored chest. Sister Yumi is black and tan.",d7a772967,9.0,3,Black,Golden,Cream,Terrier,Mixed Breed,Selangor
625,1,Jingle,9,2.0,2.0,1,1,1,1,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,"Extremely playful & adorable. loves running around, loves eating, gets along with other dogs well. She has been spayed & fully vaccinated. Adopter has to reimburse the medical cost incurred in order to help other homeless dogs. Preferably keeping Jingle as an indoor pet.",a993cd91a,7.0,2,Black,Brown,White,Jack Russell Terrier,Mixed Breed,Selangor
45,2,Junior,2,1.0,1.0,1,2,2,2,2,1,0,41326,45693d627ba33f56f4d228094fd4ae75,0,very manja and active. love to cuddle. slight skin condition. please call for details.,6cf7d415b,3.0,3,Black,Brown,Cream,Domestic Short Hair,Domestic Short Hair,Selangor
1005,2,Lalila,3,2.0,1.0,1,2,2,2,1,1,0,41401,5309d1656533a721e4e8b9ca1d120294,0,"She is very affectionate, docile, smart, friendly and loving. Not picky no food. I found her at my apartment carpark, skinny and hungry. have been feeding her for past week or so and she looks much better and gain some weight too. I think she will make a very good companion cat.",a575d70f3,2.0,3,Black,Yellow,White,Tortoiseshell,Domestic Short Hair,Kuala Lumpur
1086,1,Jay,84,1.0,2.0,2,1,1,1,1,1,10,41401,2056ffefa76cd5f7a1179ffbfce98b32,0,"Jay is not available currently, thank you. Jay is very loving dog. He loves treats and loves to be pat. His bark is loud that he makes a good guard dog.",e48598033,2.0,2,Black,Brown,White,,,Kuala Lumpur
